anio_enfr,prov_id,prov_nombre,grupo_edad_5,sexo,dm_total,dm_total_se,dm_total_cv,dm_prev,dm_prev_se,dm_prev_cv
2009,2,CABA,50-54 años,Mujer,5933,4359.96,0.73,0.05,0.04,0.72
2009,2,CABA,50-54 años,Varón,5978,3247.82,0.54,0.09,0.05,0.53
2009,2,CABA,55-59 años,Mujer,7004,3697.22,0.53,0.07,0.04,0.52
2009,2,CABA,55-59 años,Varón,7036,4495.65,0.64,0.1,0.06,0.6
2009,2,CABA,60-64 años,Mujer,16062,5600.69,0.35,0.2,0.06,0.32
2009,2,CABA,60-64 años,Varón,6304,3797.46,0.6,0.08,0.05,0.58
2009,2,CABA,65-69 años,Mujer,10988,6113.88,0.56,0.13,0.07,0.51
2009,2,CABA,65-69 años,Varón,5724,3328.39,0.58,0.1,0.05,0.56
2009,2,CABA,70-74 años,Mujer,7397,4282.73,0.58,0.13,0.07,0.53
2009,2,CABA,70-74 años,Varón,16178,6319.18,0.39,0.34,0.1,0.31
2009,2,CABA,75-79 años,Mujer,4299,1933.96,0.45,0.08,0.03,0.45
2009,2,CABA,75-79 años,Varón,1166,1166,1,0.03,0.03,1.02
2009,2,CABA,80+ años,Mujer,10421,4514.34,0.43,0.17,0.07,0.4
2009,2,CABA,80+ años,Varón,12390,5305.75,0.43,0.23,0.09,0.38
2009,6,Buenos Aires,20-24 años,Mujer,23266,7836.76,0.34,0.04,0.01,0.33
2009,6,Buenos Aires,20-24 años,Varón,20220,8399.13,0.42,0.03,0.01,0.41
2009,6,Buenos Aires,25-29 años,Mujer,18138,6802.37,0.38,0.04,0.01,0.37
2009,6,Buenos Aires,25-29 años,Varón,7174,4510.2,0.63,0.01,0.01,0.63
2009,6,Buenos Aires,30-34 años,Mujer,39676,10532.04,0.27,0.07,0.02,0.25
2009,6,Buenos Aires,30-34 años,Varón,18269,7201.5,0.39,0.04,0.01,0.39
2009,6,Buenos Aires,35-39 años,Mujer,56880,12139.93,0.21,0.11,0.02,0.2
2009,6,Buenos Aires,35-39 años,Varón,16827,5662.91,0.34,0.04,0.01,0.33
2009,6,Buenos Aires,40-44 años,Mujer,53246,12259.49,0.23,0.11,0.02,0.22
2009,6,Buenos Aires,40-44 años,Varón,18271,6066.8,0.33,0.05,0.02,0.33
2009,6,Buenos Aires,45-49 años,Mujer,31364,7787.76,0.25,0.08,0.02,0.24
2009,6,Buenos Aires,45-49 años,Varón,20939,7381.09,0.35,0.06,0.02,0.34
2009,6,Buenos Aires,50-54 años,Mujer,52550,11228.07,0.21,0.14,0.03,0.2
2009,6,Buenos Aires,50-54 años,Varón,39732,10217.43,0.26,0.11,0.03,0.24
2009,6,Buenos Aires,55-59 años,Mujer,43509,11112.61,0.26,0.11,0.03,0.24
2009,6,Buenos Aires,55-59 años,Varón,51930,12421.56,0.24,0.14,0.03,0.22
2009,6,Buenos Aires,60-64 años,Mujer,90740,14635.33,0.16,0.25,0.03,0.14
2009,6,Buenos Aires,60-64 años,Varón,85305,16512.75,0.19,0.25,0.04,0.16
2009,6,Buenos Aires,65-69 años,Mujer,42867,9934.16,0.23,0.13,0.03,0.22
2009,6,Buenos Aires,65-69 años,Varón,36400,9544.78,0.26,0.18,0.04,0.24
2009,6,Buenos Aires,70-74 años,Mujer,58311,10348.7,0.18,0.22,0.04,0.16
2009,6,Buenos Aires,70-74 años,Varón,45583,9709.47,0.21,0.23,0.04,0.19
2009,6,Buenos Aires,75-79 años,Mujer,32689,8422.01,0.26,0.21,0.05,0.22
2009,6,Buenos Aires,75-79 años,Varón,35635,10362.68,0.29,0.26,0.06,0.25
2009,6,Buenos Aires,80+ años,Mujer,28723,6992.01,0.24,0.15,0.03,0.23
2009,6,Buenos Aires,80+ años,Varón,20690,6291.03,0.3,0.18,0.05,0.28
2009,10,Catamarca,20-24 años,Mujer,260,191.15,0.74,0.02,0.02,0.73
2009,10,Catamarca,20-24 años,Varón,0,0,NA,0,0,NA
2009,10,Catamarca,25-29 años,Mujer,1190,467.39,0.39,0.11,0.04,0.37
2009,10,Catamarca,25-29 años,Varón,598,406.81,0.68,0.05,0.03,0.66
2009,10,Catamarca,30-34 años,Mujer,590,282.18,0.48,0.05,0.02,0.47
2009,10,Catamarca,30-34 años,Varón,0,0,NA,0,0,NA
2009,10,Catamarca,35-39 años,Mujer,387,234.87,0.61,0.05,0.03,0.59
2009,10,Catamarca,35-39 años,Varón,0,0,NA,0,0,NA
2009,10,Catamarca,40-44 años,Mujer,641,283.9,0.44,0.08,0.03,0.44
2009,10,Catamarca,40-44 años,Varón,253,150.72,0.6,0.04,0.02,0.59
2009,10,Catamarca,45-49 años,Mujer,668,311.07,0.47,0.08,0.04,0.45
2009,10,Catamarca,45-49 años,Varón,606,280.46,0.46,0.07,0.03,0.45
2009,10,Catamarca,50-54 años,Mujer,1238,392.39,0.32,0.13,0.04,0.31
2009,10,Catamarca,50-54 años,Varón,514,341.39,0.66,0.09,0.05,0.63
2009,10,Catamarca,55-59 años,Mujer,2095,882.76,0.42,0.34,0.1,0.31
2009,10,Catamarca,55-59 años,Varón,1559,555.62,0.36,0.24,0.07,0.31
2009,10,Catamarca,60-64 años,Mujer,1948,643.31,0.33,0.29,0.08,0.27
2009,10,Catamarca,60-64 años,Varón,752,348.08,0.46,0.18,0.08,0.43
2009,10,Catamarca,65-69 años,Mujer,987,430.6,0.44,0.33,0.12,0.35
2009,10,Catamarca,65-69 años,Varón,1247,531.5,0.43,0.47,0.14,0.3
2009,10,Catamarca,70-74 años,Mujer,997,363.06,0.36,0.28,0.09,0.33
2009,10,Catamarca,70-74 años,Varón,56,56,1,0.03,0.03,1.01
2009,10,Catamarca,75-79 años,Mujer,465,273.58,0.59,0.23,0.12,0.51
2009,10,Catamarca,75-79 años,Varón,124,124,1,0.1,0.09,0.96
2009,10,Catamarca,80+ años,Mujer,273,144.35,0.53,0.15,0.08,0.55
2009,10,Catamarca,80+ años,Varón,120,120,1,0.06,0.06,0.98
2009,14,Córdoba,20-24 años,Mujer,10236,4027.73,0.39,0.08,0.03,0.38
2009,14,Córdoba,20-24 años,Varón,6714,3738.18,0.56,0.06,0.03,0.54
2009,14,Córdoba,25-29 años,Mujer,3493,1945.27,0.56,0.03,0.02,0.55
2009,14,Córdoba,25-29 años,Varón,8880,3842.12,0.43,0.08,0.03,0.42
2009,14,Córdoba,30-34 años,Mujer,5824,2237.89,0.38,0.06,0.02,0.38
2009,14,Córdoba,30-34 años,Varón,1959,1424.68,0.73,0.02,0.02,0.72
2009,14,Córdoba,35-39 años,Mujer,7544,2935.34,0.39,0.1,0.04,0.37
2009,14,Córdoba,35-39 años,Varón,5231,2004.53,0.38,0.06,0.02,0.38
2009,14,Córdoba,40-44 años,Mujer,9600,3306.34,0.34,0.12,0.04,0.32
2009,14,Córdoba,40-44 años,Varón,3397,2047,0.6,0.05,0.03,0.59
2009,14,Córdoba,45-49 años,Mujer,9091,3262.32,0.36,0.1,0.03,0.34
2009,14,Córdoba,45-49 años,Varón,7272,2716.41,0.37,0.1,0.04,0.36
2009,14,Córdoba,50-54 años,Mujer,8391,2997.12,0.36,0.1,0.03,0.35
2009,14,Córdoba,50-54 años,Varón,8560,3586.58,0.42,0.13,0.05,0.39
2009,14,Córdoba,55-59 años,Mujer,8942,2981.16,0.33,0.09,0.03,0.32
2009,14,Córdoba,55-59 años,Varón,8784,2911.33,0.33,0.13,0.04,0.33
2009,14,Córdoba,60-64 años,Mujer,11393,3117.49,0.27,0.16,0.04,0.26
2009,14,Córdoba,60-64 años,Varón,10610,3894.71,0.37,0.19,0.06,0.34
2009,14,Córdoba,65-69 años,Mujer,10055,3010.47,0.3,0.16,0.05,0.28
2009,14,Córdoba,65-69 años,Varón,9619,3774.11,0.39,0.18,0.06,0.35
2009,14,Córdoba,70-74 años,Mujer,4624,1635.47,0.35,0.11,0.04,0.35
2009,14,Córdoba,70-74 años,Varón,10962,3953.57,0.36,0.24,0.07,0.31
2009,14,Córdoba,75-79 años,Mujer,6341,1926.94,0.3,0.15,0.04,0.29
2009,14,Córdoba,75-79 años,Varón,6758,3044.81,0.45,0.3,0.11,0.36
2009,14,Córdoba,80+ años,Mujer,16047,4296.7,0.27,0.3,0.07,0.22
2009,14,Córdoba,80+ años,Varón,5262,2173.64,0.41,0.2,0.07,0.38
2009,18,Corrientes,20-24 años,Mujer,1082,765.13,0.71,0.03,0.02,0.7
2009,18,Corrientes,20-24 años,Varón,1103,1103,1,0.03,0.03,0.98
2009,18,Corrientes,25-29 años,Mujer,329,329,1,0.01,0.01,1
2009,18,Corrientes,25-29 años,Varón,0,0,NA,0,0,NA
2009,18,Corrientes,30-34 años,Mujer,2129,1161.69,0.55,0.06,0.03,0.52
2009,18,Corrientes,30-34 años,Varón,349,349,1,0.01,0.01,1
2009,18,Corrientes,35-39 años,Mujer,1579,700.5,0.44,0.05,0.02,0.44
2009,18,Corrientes,35-39 años,Varón,152,152,1,0.01,0.01,1.01
2009,18,Corrientes,40-44 años,Mujer,2030,792.61,0.39,0.08,0.03,0.38
2009,18,Corrientes,40-44 años,Varón,0,0,NA,0,0,NA
2009,18,Corrientes,45-49 años,Mujer,5208,3328.51,0.64,0.22,0.11,0.52
2009,18,Corrientes,45-49 años,Varón,2628,1106.44,0.42,0.13,0.05,0.4
2009,18,Corrientes,50-54 años,Mujer,5800,1995.96,0.34,0.25,0.07,0.29
2009,18,Corrientes,50-54 años,Varón,0,0,NA,0,0,NA
2009,18,Corrientes,55-59 años,Mujer,4774,1792.27,0.38,0.24,0.08,0.32
2009,18,Corrientes,55-59 años,Varón,3968,1559.87,0.39,0.21,0.07,0.35
2009,18,Corrientes,60-64 años,Mujer,2744,1015.87,0.37,0.15,0.05,0.36
2009,18,Corrientes,60-64 años,Varón,1016,705.52,0.69,0.12,0.08,0.66
2009,18,Corrientes,65-69 años,Mujer,3673,1519.07,0.41,0.33,0.11,0.33
2009,18,Corrientes,65-69 años,Varón,2082,1204.29,0.58,0.18,0.09,0.52
2009,18,Corrientes,70-74 años,Mujer,2353,1068.39,0.45,0.3,0.11,0.37
2009,18,Corrientes,70-74 años,Varón,1297,775.9,0.6,0.21,0.11,0.54
2009,18,Corrientes,75-79 años,Mujer,2614,1068.72,0.41,0.37,0.12,0.33
2009,18,Corrientes,75-79 años,Varón,1836,968.04,0.53,0.29,0.13,0.44
2009,18,Corrientes,80+ años,Mujer,651,405.49,0.62,0.13,0.08,0.61
2009,18,Corrientes,80+ años,Varón,0,0,NA,0,0,NA
2009,22,Chaco,20-24 años,Mujer,1150,1150,1,0.03,0.03,0.98
2009,22,Chaco,20-24 años,Varón,1231,765.1,0.62,0.03,0.02,0.62
2009,22,Chaco,25-29 años,Mujer,1353,796.21,0.59,0.04,0.02,0.58
2009,22,Chaco,25-29 años,Varón,339,339,1,0.01,0.01,1
2009,22,Chaco,30-34 años,Mujer,1544,920.41,0.6,0.06,0.04,0.57
2009,22,Chaco,30-34 años,Varón,1195,709.82,0.59,0.04,0.02,0.58
2009,22,Chaco,35-39 años,Mujer,1666,848.96,0.51,0.07,0.04,0.49
2009,22,Chaco,35-39 años,Varón,1211,717.27,0.59,0.05,0.03,0.58
2009,22,Chaco,40-44 años,Mujer,1105,614.98,0.56,0.04,0.02,0.55
2009,22,Chaco,40-44 años,Varón,319,319,1,0.02,0.02,0.99
2009,22,Chaco,45-49 años,Mujer,3621,1401.44,0.39,0.17,0.06,0.35
2009,22,Chaco,45-49 años,Varón,2697,1061.07,0.39,0.09,0.03,0.38
2009,22,Chaco,50-54 años,Mujer,5089,1719.61,0.34,0.22,0.07,0.3
2009,22,Chaco,50-54 años,Varón,370,370,1,0.02,0.02,1
2009,22,Chaco,55-59 años,Mujer,1737,860.59,0.5,0.12,0.06,0.47
2009,22,Chaco,55-59 años,Varón,1871,955.67,0.51,0.09,0.04,0.5
2009,22,Chaco,60-64 años,Mujer,3633,1337.5,0.37,0.21,0.07,0.33
2009,22,Chaco,60-64 años,Varón,3302,1280.33,0.39,0.24,0.08,0.34
2009,22,Chaco,65-69 años,Mujer,1601,839.58,0.52,0.12,0.06,0.49
2009,22,Chaco,65-69 años,Varón,1891,1009.67,0.53,0.35,0.14,0.41
2009,22,Chaco,70-74 años,Mujer,2201,862.18,0.39,0.2,0.07,0.36
2009,22,Chaco,70-74 años,Varón,2003,968.73,0.48,0.25,0.11,0.42
2009,22,Chaco,75-79 años,Mujer,730,446.62,0.61,0.17,0.1,0.57
2009,22,Chaco,75-79 años,Varón,1498,708.67,0.47,0.28,0.12,0.41
2009,22,Chaco,80+ años,Mujer,1503,919.13,0.61,0.15,0.08,0.56
2009,22,Chaco,80+ años,Varón,553,408.88,0.74,0.21,0.14,0.67
2009,26,Chubut,20-24 años,Mujer,1672,860.55,0.51,0.1,0.05,0.48
2009,26,Chubut,20-24 años,Varón,501,355.33,0.71,0.03,0.02,0.7
2009,26,Chubut,25-29 años,Mujer,560,560,1,0.04,0.04,0.97
2009,26,Chubut,25-29 años,Varón,600,352.16,0.59,0.05,0.03,0.58
2009,26,Chubut,30-34 años,Mujer,1188,563.19,0.47,0.06,0.03,0.46
2009,26,Chubut,30-34 años,Varón,912,457.03,0.5,0.06,0.03,0.49
2009,26,Chubut,35-39 años,Mujer,1391,691.66,0.5,0.1,0.05,0.47
2009,26,Chubut,35-39 años,Varón,868,448.23,0.52,0.09,0.05,0.5
2009,26,Chubut,40-44 años,Mujer,1280,593.26,0.46,0.11,0.05,0.44
2009,26,Chubut,40-44 años,Varón,1511,737.03,0.49,0.11,0.05,0.45
2009,26,Chubut,45-49 años,Mujer,1062,571.92,0.54,0.09,0.04,0.52
2009,26,Chubut,45-49 años,Varón,1478,987.24,0.67,0.15,0.09,0.59
2009,26,Chubut,50-54 años,Mujer,1712,589.48,0.34,0.16,0.05,0.32
2009,26,Chubut,50-54 años,Varón,1671,647.4,0.39,0.13,0.05,0.37
2009,26,Chubut,55-59 años,Mujer,2452,884.93,0.36,0.21,0.07,0.32
2009,26,Chubut,55-59 años,Varón,1209,493.02,0.41,0.2,0.08,0.37
2009,26,Chubut,60-64 años,Mujer,984,445.62,0.45,0.13,0.05,0.43
2009,26,Chubut,60-64 años,Varón,1108,532.71,0.48,0.15,0.07,0.45
2009,26,Chubut,65-69 años,Mujer,1558,515.5,0.33,0.2,0.06,0.3
2009,26,Chubut,65-69 años,Varón,1105,500.55,0.45,0.24,0.09,0.39
2009,26,Chubut,70-74 años,Mujer,614,325.9,0.53,0.17,0.08,0.48
2009,26,Chubut,70-74 años,Varón,2762,977.55,0.35,0.47,0.11,0.24
2009,26,Chubut,75-79 años,Mujer,691,323.54,0.47,0.26,0.1,0.41
2009,26,Chubut,75-79 años,Varón,642,370.7,0.58,0.21,0.11,0.54
2009,26,Chubut,80+ años,Mujer,356,182.85,0.51,0.16,0.08,0.5
2009,26,Chubut,80+ años,Varón,352,250.34,0.71,0.22,0.14,0.66
2009,30,Entre Ríos,20-24 años,Mujer,2854,1564.96,0.55,0.07,0.04,0.53
2009,30,Entre Ríos,20-24 años,Varón,1381,1019.64,0.74,0.03,0.03,0.73
2009,30,Entre Ríos,25-29 años,Mujer,1130,809.54,0.72,0.03,0.02,0.7
2009,30,Entre Ríos,25-29 años,Varón,824,582.73,0.71,0.02,0.01,0.71
2009,30,Entre Ríos,30-34 años,Mujer,2819,1204.26,0.43,0.07,0.03,0.41
2009,30,Entre Ríos,30-34 años,Varón,4224,2614.01,0.62,0.11,0.06,0.56
2009,30,Entre Ríos,35-39 años,Mujer,3161,1484.36,0.47,0.08,0.03,0.45
2009,30,Entre Ríos,35-39 años,Varón,234,234,1,0.01,0.01,1
2009,30,Entre Ríos,40-44 años,Mujer,3053,1311.96,0.43,0.13,0.05,0.4
2009,30,Entre Ríos,40-44 años,Varón,451,451,1,0.02,0.02,0.99
2009,30,Entre Ríos,45-49 años,Mujer,5624,2403.65,0.43,0.21,0.08,0.37
2009,30,Entre Ríos,45-49 años,Varón,1328,986.59,0.74,0.06,0.04,0.72
2009,30,Entre Ríos,50-54 años,Mujer,5410,2121.41,0.39,0.18,0.06,0.35
2009,30,Entre Ríos,50-54 años,Varón,5596,2045.1,0.37,0.21,0.07,0.33
2009,30,Entre Ríos,55-59 años,Mujer,3557,1338.05,0.38,0.11,0.04,0.36
2009,30,Entre Ríos,55-59 años,Varón,4120,1684.43,0.41,0.17,0.06,0.37
2009,30,Entre Ríos,60-64 años,Mujer,2554,1309.89,0.51,0.12,0.06,0.48
2009,30,Entre Ríos,60-64 años,Varón,3873,1605.61,0.41,0.2,0.07,0.37
2009,30,Entre Ríos,65-69 años,Mujer,1737,957.36,0.55,0.11,0.06,0.52
2009,30,Entre Ríos,65-69 años,Varón,1892,949.05,0.5,0.13,0.06,0.48
2009,30,Entre Ríos,70-74 años,Mujer,2290,1058.84,0.46,0.15,0.06,0.43
2009,30,Entre Ríos,70-74 años,Varón,1063,777.1,0.73,0.19,0.13,0.66
2009,30,Entre Ríos,75-79 años,Mujer,4927,1656.32,0.34,0.27,0.08,0.29
2009,30,Entre Ríos,75-79 años,Varón,2251,1061.59,0.47,0.31,0.12,0.4
2009,30,Entre Ríos,80+ años,Mujer,3954,1825.25,0.46,0.18,0.07,0.4
2009,30,Entre Ríos,80+ años,Varón,949,674.53,0.71,0.17,0.11,0.64
2009,34,Formosa,20-24 años,Mujer,716,519.71,0.73,0.05,0.03,0.71
2009,34,Formosa,20-24 años,Varón,456,386.74,0.85,0.03,0.02,0.84
2009,34,Formosa,25-29 años,Mujer,560,328.48,0.59,0.04,0.02,0.58
2009,34,Formosa,25-29 años,Varón,0,0,NA,0,0,NA
2009,34,Formosa,30-34 años,Mujer,744,296.49,0.4,0.05,0.02,0.4
2009,34,Formosa,30-34 años,Varón,0,0,NA,0,0,NA
2009,34,Formosa,35-39 años,Mujer,1080,453.17,0.42,0.08,0.03,0.41
2009,34,Formosa,35-39 años,Varón,746,383.49,0.51,0.06,0.03,0.5
2009,34,Formosa,40-44 años,Mujer,1285,528.16,0.41,0.09,0.04,0.39
2009,34,Formosa,40-44 años,Varón,1091,601.35,0.55,0.13,0.07,0.5
2009,34,Formosa,45-49 años,Mujer,1563,632.59,0.4,0.12,0.05,0.38
2009,34,Formosa,45-49 años,Varón,805,471.94,0.59,0.08,0.04,0.56
2009,34,Formosa,50-54 años,Mujer,1757,644.32,0.37,0.16,0.06,0.35
2009,34,Formosa,50-54 años,Varón,891,469.17,0.53,0.11,0.06,0.5
2009,34,Formosa,55-59 años,Mujer,846,464.53,0.55,0.1,0.05,0.52
2009,34,Formosa,55-59 años,Varón,534,407.84,0.76,0.05,0.04,0.75
2009,34,Formosa,60-64 años,Mujer,1776,623.08,0.35,0.27,0.08,0.3
2009,34,Formosa,60-64 años,Varón,910,638.74,0.7,0.16,0.1,0.63
2009,34,Formosa,65-69 años,Mujer,2003,698.31,0.35,0.35,0.09,0.26
2009,34,Formosa,65-69 años,Varón,442,319.53,0.72,0.11,0.08,0.68
2009,34,Formosa,70-74 años,Mujer,885,411.57,0.47,0.19,0.08,0.42
2009,34,Formosa,70-74 años,Varón,449,312.43,0.7,0.22,0.14,0.61
2009,34,Formosa,75-79 años,Mujer,426,225.3,0.53,0.12,0.06,0.53
2009,34,Formosa,75-79 años,Varón,97,97,1,0.04,0.04,1.02
2009,34,Formosa,80+ años,Mujer,233,172.65,0.74,0.05,0.03,0.76
2009,34,Formosa,80+ años,Varón,0,0,NA,0,0,NA
2009,38,Jujuy,20-24 años,Mujer,1385,727.7,0.53,0.06,0.03,0.51
2009,38,Jujuy,20-24 años,Varón,2090,988.04,0.47,0.07,0.03,0.45
2009,38,Jujuy,25-29 años,Mujer,569,298.58,0.52,0.02,0.01,0.52
2009,38,Jujuy,25-29 años,Varón,1351,701.73,0.52,0.06,0.03,0.51
2009,38,Jujuy,30-34 años,Mujer,604,314.53,0.52,0.03,0.02,0.52
2009,38,Jujuy,30-34 años,Varón,475,346.95,0.73,0.02,0.01,0.72
2009,38,Jujuy,35-39 años,Mujer,1668,708.05,0.42,0.08,0.03,0.41
2009,38,Jujuy,35-39 años,Varón,1207,501.87,0.42,0.09,0.04,0.4
2009,38,Jujuy,40-44 años,Mujer,1668,739.55,0.44,0.09,0.04,0.42
2009,38,Jujuy,40-44 años,Varón,541,335.45,0.62,0.03,0.02,0.62
2009,38,Jujuy,45-49 años,Mujer,956,437.23,0.46,0.07,0.03,0.45
2009,38,Jujuy,45-49 años,Varón,1041,632.84,0.61,0.08,0.05,0.58
2009,38,Jujuy,50-54 años,Mujer,3581,1286.35,0.36,0.21,0.06,0.31
2009,38,Jujuy,50-54 años,Varón,1093,496.57,0.45,0.09,0.04,0.44
2009,38,Jujuy,55-59 años,Mujer,2530,1041.18,0.41,0.25,0.09,0.35
2009,38,Jujuy,55-59 años,Varón,2410,974.81,0.4,0.2,0.07,0.36
2009,38,Jujuy,60-64 años,Mujer,2053,856.43,0.42,0.14,0.05,0.38
2009,38,Jujuy,60-64 años,Varón,2661,951.08,0.36,0.3,0.09,0.3
2009,38,Jujuy,65-69 años,Mujer,845,485.37,0.57,0.12,0.06,0.54
2009,38,Jujuy,65-69 años,Varón,1570,655.08,0.42,0.24,0.09,0.37
2009,38,Jujuy,70-74 años,Mujer,1797,627.51,0.35,0.33,0.1,0.29
2009,38,Jujuy,70-74 años,Varón,1042,616.69,0.59,0.19,0.1,0.52
2009,38,Jujuy,75-79 años,Mujer,1875,804.97,0.43,0.33,0.11,0.34
2009,38,Jujuy,75-79 años,Varón,984,503.06,0.51,0.22,0.1,0.47
2009,38,Jujuy,80+ años,Mujer,1078,601.41,0.56,0.18,0.09,0.49
2009,38,Jujuy,80+ años,Varón,494,410.15,0.83,0.12,0.1,0.77
2009,42,La Pampa,20-24 años,Mujer,176,133.93,0.76,0.02,0.01,0.76
2009,42,La Pampa,20-24 años,Varón,440,328.25,0.75,0.04,0.03,0.73
2009,42,La Pampa,25-29 años,Mujer,547,261.98,0.48,0.06,0.03,0.47
2009,42,La Pampa,25-29 años,Varón,0,0,NA,0,0,NA
2009,42,La Pampa,30-34 años,Mujer,423,265.37,0.63,0.06,0.04,0.61
2009,42,La Pampa,30-34 años,Varón,396,239.41,0.6,0.05,0.03,0.6
2009,42,La Pampa,35-39 años,Mujer,991,370.25,0.37,0.12,0.04,0.35
2009,42,La Pampa,35-39 años,Varón,124,124,1,0.02,0.02,0.99
2009,42,La Pampa,40-44 años,Mujer,1729,668.05,0.39,0.19,0.06,0.33
2009,42,La Pampa,40-44 años,Varón,325,192.29,0.59,0.05,0.03,0.58
2009,42,La Pampa,45-49 años,Mujer,497,246.34,0.5,0.06,0.03,0.49
2009,42,La Pampa,45-49 años,Varón,0,0,NA,0,0,NA
2009,42,La Pampa,50-54 años,Mujer,1161,481.07,0.41,0.22,0.08,0.36
2009,42,La Pampa,50-54 años,Varón,783,356.33,0.46,0.12,0.05,0.44
2009,42,La Pampa,55-59 años,Mujer,746,309.22,0.41,0.12,0.05,0.4
2009,42,La Pampa,55-59 años,Varón,626,289.95,0.46,0.08,0.04,0.47
2009,42,La Pampa,60-64 años,Mujer,1308,427,0.33,0.23,0.07,0.29
2009,42,La Pampa,60-64 años,Varón,887,416.7,0.47,0.19,0.08,0.42
2009,42,La Pampa,65-69 años,Mujer,1079,432.37,0.4,0.22,0.08,0.34
2009,42,La Pampa,65-69 años,Varón,1190,467.95,0.39,0.25,0.09,0.34
2009,42,La Pampa,70-74 años,Mujer,706,294.56,0.42,0.17,0.07,0.38
2009,42,La Pampa,70-74 años,Varón,699,302.33,0.43,0.33,0.12,0.36
2009,42,La Pampa,75-79 años,Mujer,1143,351.67,0.31,0.4,0.1,0.24
2009,42,La Pampa,75-79 años,Varón,375,268.21,0.72,0.16,0.1,0.64
2009,42,La Pampa,80+ años,Mujer,653,323.6,0.5,0.16,0.07,0.44
2009,42,La Pampa,80+ años,Varón,497,366.88,0.74,0.21,0.13,0.62
2009,46,La Rioja,20-24 años,Mujer,989,522.56,0.53,0.07,0.03,0.51
2009,46,La Rioja,20-24 años,Varón,1029,471.84,0.46,0.07,0.03,0.44
2009,46,La Rioja,25-29 años,Mujer,1242,487.31,0.39,0.11,0.04,0.37
2009,46,La Rioja,25-29 años,Varón,900,497.48,0.55,0.08,0.04,0.52
2009,46,La Rioja,30-34 años,Mujer,644,309.98,0.48,0.05,0.02,0.47
2009,46,La Rioja,30-34 años,Varón,655,302.25,0.46,0.06,0.03,0.45
2009,46,La Rioja,35-39 años,Mujer,948,514.39,0.54,0.11,0.05,0.5
2009,46,La Rioja,35-39 años,Varón,157,157,1,0.02,0.02,0.99
2009,46,La Rioja,40-44 años,Mujer,605,293.01,0.48,0.09,0.04,0.46
2009,46,La Rioja,40-44 años,Varón,891,307.3,0.34,0.14,0.04,0.33
2009,46,La Rioja,45-49 años,Mujer,1052,422.4,0.4,0.13,0.05,0.38
2009,46,La Rioja,45-49 años,Varón,1143,507.49,0.44,0.14,0.06,0.4
2009,46,La Rioja,50-54 años,Mujer,1771,586.18,0.33,0.27,0.08,0.28
2009,46,La Rioja,50-54 años,Varón,1632,565.26,0.35,0.26,0.08,0.29
2009,46,La Rioja,55-59 años,Mujer,1434,514.65,0.36,0.26,0.08,0.31
2009,46,La Rioja,55-59 años,Varón,591,310.44,0.53,0.11,0.06,0.51
2009,46,La Rioja,60-64 años,Mujer,1597,536.2,0.34,0.41,0.1,0.25
2009,46,La Rioja,60-64 años,Varón,1077,441.29,0.41,0.27,0.09,0.35
2009,46,La Rioja,65-69 años,Mujer,1749,538.1,0.31,0.44,0.1,0.22
2009,46,La Rioja,65-69 años,Varón,598,262.25,0.44,0.2,0.08,0.41
2009,46,La Rioja,70-74 años,Mujer,841,312.58,0.37,0.41,0.11,0.28
2009,46,La Rioja,70-74 años,Varón,1028,421.31,0.41,0.47,0.14,0.3
2009,46,La Rioja,75-79 años,Mujer,127,127,1,0.11,0.11,0.95
2009,46,La Rioja,75-79 años,Varón,94,66.47,0.71,0.11,0.08,0.75
2009,46,La Rioja,80+ años,Mujer,210,148.55,0.71,0.07,0.05,0.7
2009,46,La Rioja,80+ años,Varón,51,51,1,0.09,0.1,1.01
2009,50,Mendoza,20-24 años,Mujer,1912,1585.76,0.83,0.03,0.02,0.82
2009,50,Mendoza,20-24 años,Varón,0,0,NA,0,0,NA
2009,50,Mendoza,25-29 años,Mujer,4016,1839.93,0.46,0.07,0.03,0.45
2009,50,Mendoza,25-29 años,Varón,2171,1598.24,0.74,0.05,0.03,0.72
2009,50,Mendoza,30-34 años,Mujer,3801,1616.02,0.43,0.08,0.03,0.41
2009,50,Mendoza,30-34 años,Varón,4547,2490.52,0.55,0.08,0.04,0.52
2009,50,Mendoza,35-39 años,Mujer,686,494.79,0.72,0.02,0.01,0.72
2009,50,Mendoza,35-39 años,Varón,2622,1316.64,0.5,0.07,0.03,0.49
2009,50,Mendoza,40-44 años,Mujer,1969,1152.32,0.59,0.06,0.03,0.57
2009,50,Mendoza,40-44 años,Varón,1976,1249.52,0.63,0.07,0.04,0.61
2009,50,Mendoza,45-49 años,Mujer,1703,995.45,0.58,0.05,0.03,0.58
2009,50,Mendoza,45-49 años,Varón,3916,2009.68,0.51,0.13,0.06,0.48
2009,50,Mendoza,50-54 años,Mujer,2202,1557.46,0.71,0.06,0.04,0.69
2009,50,Mendoza,50-54 años,Varón,6556,2888.8,0.44,0.2,0.08,0.39
2009,50,Mendoza,55-59 años,Mujer,4970,2173.76,0.44,0.13,0.06,0.41
2009,50,Mendoza,55-59 años,Varón,1267,786.48,0.62,0.04,0.03,0.63
2009,50,Mendoza,60-64 años,Mujer,6202,2347.04,0.38,0.17,0.06,0.35
